ID,Tên,Phân loại,Mã loại,Cấp,Giới tính,Tbi 2,Mô tả
1231,Vải thượng hạng,Vật phẩm thường,27,1,Cả hai,,
1232,Dung dịch cải tạo,Vật phẩm thường,27,1,Cả hai,,
1233,Áo Kurama,Áo,2,20,Nam,x,Dùng thay đổi diện mạo
1234,Áo Nakoruru,Áo,2,20,Nữ,x,Dùng thay đổi diện mạo
1235,Noname,Bí kíp,15,1,Cả hai,x,Chưa sử dụng 
1236,Áo Kage nam,Áo,2,20,Nam,x,Dùng thay đổi diện mạo
1237,Áo Kage nữ,Áo,2,20,Nữ,x,Dùng thay đổi diện mạo
1238,Bạch Ngân Lang,Nguyên liệu 4,33,20,Cả hai,x,
1239,Bạch Sư Vương,Nguyên liệu 4,33,20,Cả hai,x,
1240,Siêu Xe Halloween,Nguyên liệu 4,33,50,Cả hai,x,
